category,country,director,douban_rate,download_url,introduce,language,main_actor,movie_time,name,publish_date
神秘/科幻/惊悚,,尼尔·博格 Neil Burger,,ftp://dygod1:dygod1@d135.dygod.org:7030/永无止境DVD中英双字/[电影天堂www.dy2018.net]永无止境DVD中英双字-cd1.rmvbftp://dygod1:dygod1@d135.dygod.org:7030/永无止境DVD中英双字/[电影天堂www.dy2018.net]永无止境DVD中英双字-cd2.rmvb,对于曾经编写出了《窈窕奶爸》这种剧本的莱斯利·迪克逊来说，编写一部惊悚片的剧本并不困难。而且，他的剧本更是得到了尼尔·博格的赞扬。尼尔·博格说：“迪克逊的剧本非常出色，情节紧凑、节奏张弛有度，而且他还在剧本里恰到好处地融合了商业和艺术性。在这之前我担心的剧本会有明显的割裂的痕迹并没有出现，因为小说中，艾迪有着明显的三个转变的阶段。如果剧本也是这样的话，最终拍出来的电影就会惨不忍睹。不过迪克逊用自己的能力把这部小说变成了一部彻底的惊悚片。我个人很喜欢这个剧本。”,英语,布莱德利·库珀 Bradley Cooper  ....Eddie Morra,105 Mins,永无止境/逆天潜能(港)/药命效应(台)/黑暗领域 未分级版,
恐怖/惊悚,,José Antonio Negret,,ftp://dygod2:dygod2@d505.dygod.org:2015/分秒间离.[中英双字.1024分辨率]/[电影天堂www.dy2018.net]分秒间离BD中英双字.rmvb,曾经最亲密的兄弟，如今却变成了最实力相当的仇敌……塞斯（加里·伊汀饰）和乔纳（埃德蒙·伊汀饰）是一对非常危险且嗜血成性的双胞胎，他们分享的是一段异常邪恶的血缘关系——从这对双胞胎出生的时候起，他们就受到了诅咒，让他们拥有了一种可怕的能力，可以进行心电感应。不过，他们并没有以正确的方式用这种能量做好事，反而很快就坠入了罪恶的深渊，以他们所能想象得到的方式制造最令人毛骨悚然的杀戮。随着他们的同学一个接着一个以血腥、残酷的死亡命运收场，当地的执法机构终于将怀疑的目光锁定在了这对双胞胎的身上，认为他们与这些可怕的连环谋杀案有着很大的关联。由于互相猜忌而引发的愤怒，并逐步升级到了一场很有超现实主义色彩的最终对决，不仅发展成兄弟与兄弟之间的竞争，也是邪恶与邪恶的对抗...,英语,奥兰多·琼斯 Orlando Jones  ....Detective Lampkin,88 min,分秒间离,
喜剧/剧情/恐怖/神秘/科幻,,Quentin Dupieux,,ftp://dygod3:dygod3@d090.dygod.org:2003/橡皮轮胎.[中英双字.1024分辨率]/[电影天堂www.dy2018.net]橡皮轮胎BD中英双字.rmvb,介,英语,哈莉·拉姆 Haley Ramm ….Fiona,1h:22m:25s,橡皮轮胎,
爱情/科幻/惊悚,,乔治·诺非 George Nolfi,,ftp://dygod1:dygod1@d612.dygod.org:5041/命运规划局DVD中英双字/[电影天堂www.dy2018.net]命运规划局DVD中英双字.rmvb,·本片其实在去年就已经制作完成，锁定的本是2010年的夏季档，但因与《盗梦空间》的题材撞车而转战秋季档，但又再次被环球公司改换档期挪至今年的3月4日上映。,英语,马特·达蒙 Matt Damon  ....David Norris,105 min,命运规划局/联邦调整局/调整局/联邦调查局/天网逆缘(港),
冒险/喜剧/科幻,,格雷格·莫托拉 Greg Mottola,,ftp://dygod1:dygod1@d612.dygod.org:5042/保罗DVD中英双字/[电影天堂www.dy2018.net]保罗DVD中英双字.rmvb,西蒙和尼克认为，“我们想创造一个真实可信，能让大家产生共鸣的角色，他很有分量也相当有存在感，是一个你完全能接受的人。他算是一个英雄，因此他必须很惊艳。”,英语,西蒙·佩吉 Simon Pegg  ....Graeme Willy,100 min,保罗/我们撞到外星人,
爱情/科幻/惊悚,,乔治·诺非 George Nolfi,,ftp://dygod3:dygod3@d505.dygod.org:4010/命运规划局.[中英双字.1024分辨率]/[电影天堂www.dy2018.net]命运规划局BD中英双字.rmvb,·本片其实在去年就已经制作完成，锁定的本是2010年的夏季档，但因与《盗梦空间》的题材撞车而转战秋季档，但又再次被环球公司改换档期挪至今年的3月4日上映。,英语,马特·达蒙 Matt Damon  ....David Norris,105 min,命运规划局/联邦调整局/调整局/联邦调查局/天网逆缘(港),
剧情/幻想/爱情,,丹尼尔·巴尔兹 Daniel Barnz,,ftp://dygod1:dygod1@d612.dygod.org:5043/野兽男孩DVD中英双字/[电影天堂www.dy2018.net]野兽男孩DVD中英双字.rmvb,对于自己的“新外表”，亚历克斯·帕蒂弗说：“要扮演这个角色，我必须剃光头。在剃光头前后，我的心境是不一样的，就好像影片中凯尔在变身怪兽前后的心境。外貌上的这个变化帮助我更好地揣摩塑造人物。这个外貌让我明白，我在银幕上演的实际上是另一个凯尔，那个隐藏在他俊朗外表下的家伙。当然，在片场，所有人都在围绕我打转，给我化妆的、补妆的，做后期的。几乎整个剧组都在为我服务，这让我感觉到压力很大。不过导演却总是鼓励我说，要我放轻松，要我别去想那些与角色不相干的事情。我觉得我在影片中做的还不错。”,英语,亚历克斯·帕蒂弗 Alex Pettyfer  ....Kyle,88 min,野兽男孩/美女与野兽：新世纪激情篇(港)/野兽情人(台)/野兽,
科幻,,Michael Nankin,,ftp://dygod3:dygod3@d505.dygod.org:4012/红色派系：起源.[中字.1024分辨率]/[电影天堂www.dy2018.net]红色派系：起源HD中字.rmvb,介】：,英语,,88min,红色派系：起源,
喜剧,,米古尔·阿塔 Miguel Arteta  ,,ftp://dygod1:dygod1@d612.dygod.org:5044/大假一场DVD中英双字/[电影天堂www.dy2018.net]大假一场DVD中英双字.rmvb,"为了要制造出一种""乡下人进城""的感觉，影片的服装设计师在服装和面料的选择上动了一点脑子。曾经给《和莎莫的500天》设计过服装的设计师霍普·哈纳芬说：""片中的很多服装我是就地取材。在外景地，我逛了很多小市场、零售店等等普通人会去的地方，在哪里挑选合适影片的衣服。当地还有很多裁缝店，他们还在制作手工的衣服。通常情况下，我不会对当地的着装这么注意。在其他的电影里，或者是在洛杉矶，我通常会自己设计衣服。但是在这里，为的是要突出主角的'本地化'特色，所以我就选择了最最普通的衣服，一些老旧、简单的款式和廉价的面料。然后让参与年会的其他人穿上稍微高档和时髦一些的服装－－这样，两类人的的社会地位和性格差异就体现在了服装上。就我个人而言，我觉得这样为影片安排服装是最恰当的，因为影片中的人就是普通的人，没有必要也不应该去特意重新设计什么服装。给这样的喜剧片准备服装，最重要的是在普通中体现出人物的来历和性格。""",英语,艾德·赫尔姆斯 Ed Helms  ....Tim Lippe,87 Mins,大假一场/锡达拉皮兹,
喜剧,,米古尔·阿塔 Miguel Arteta  ,,ftp://dygod1:dygod1@d065.dygod.org:1046/大假一场.[中英双字.1024分辨率]/[电影天堂www.dy2018.net]大假一场BD中英双字.rmvb,"为了要制造出一种""乡下人进城""的感觉，影片的服装设计师在服装和面料的选择上动了一点脑子。曾经给《和莎莫的500天》设计过服装的设计师霍普·哈纳芬说：""片中的很多服装我是就地取材。在外景地，我逛了很多小市场、零售店等等普通人会去的地方，在哪里挑选合适影片的衣服。当地还有很多裁缝店，他们还在制作手工的衣服。通常情况下，我不会对当地的着装这么注意。在其他的电影里，或者是在洛杉矶，我通常会自己设计衣服。但是在这里，为的是要突出主角的'本地化'特色，所以我就选择了最最普通的衣服，一些老旧、简单的款式和廉价的面料。然后让参与年会的其他人穿上稍微高档和时髦一些的服装－－这样，两类人的的社会地位和性格差异就体现在了服装上。就我个人而言，我觉得这样为影片安排服装是最恰当的，因为影片中的人就是普通的人，没有必要也不应该去特意重新设计什么服装。给这样的喜剧片准备服装，最重要的是在普通中体现出人物的来历和性格。""",英语,艾德·赫尔姆斯 Ed Helms  ....Tim Lippe,87 Mins,大假一场/锡达拉皮兹,
动作/爱情/喜剧,, Siddique,,ftp://dygod3:dygod3@d505.dygod.org:4014/保镖.[中字.1024分辨率]/[电影天堂www.dy2018.net]保镖BD中字.rmvb,当游戏变成了真正的爱情故事，王子能否骑着白马来带走公主呢？, 泰米尔语, Vijay....Bhoominathan, 152 mins, 保镖,
动作/冒险/幻想/惊悚,,扎克·施奈德 Zack Snyder,,ftp://dygod1:dygod1@d505.dygod.org:1030/美少女特工队DVD中英双字/[电影天堂www.dy2018.net]美少女特工队DVD中英双字-cd1.rmvbftp://dygod1:dygod1@d505.dygod.org:1030/美少女特工队DVD中英双字/[电影天堂www.dy2018.net]美少女特工队DVD中英双字-cd2.rmvb,"对于这次挑选了一群20来岁的女孩主演一部暴力动作片，扎克·施奈德讲起了他的念头：""漂亮的女孩，枪械和杀戮，这本来就有一种有趣的反差在里面。我并不只是要这样的一个噱头，我会让这些女孩都在拍摄前去认真的进行体能训练，她们集体过了三个月军营的生活，这对于她们来说并不容易，但这是必须的，因为一个经过训练的人拿枪，会和普通人完全不同。她们在电影里有着两面性，在精神病院，她们是手无缚鸡之力的小女孩；但在幻想的世界里，她们是最厉害的杀戮武器。前者是她们所擅长的，但后者，必须要经过严格的训练。（会不会有女权主义的思想？）这个我倒是没有考虑过，我觉得男女平等是一个基本的原则，但人有强弱之分，这个在电影里倒是有着非常多的体现。""",英语,艾米莉·布朗宁 Emily Browning  ....Baby Doll,110 min,美少女特工队,
动作/剧情/战争,,雷尼·哈林 Renny Harlin,,ftp://dygod1:dygod1@d135.dygod.org:7027/八月战事.[中英双字.1024分辨率]/[电影天堂www.dy2018.net]八月战事BD中英双字.rmvb,介　,英语,鲁伯特·弗兰德 Rupert Friend  ....Thomas Anders,113 Min,八月战事/五日战争/格鲁吉亚,
动作/冒险/幻想/惊悚,,扎克·施奈德 Zack Snyder,,ftp://dygod1:dygod1@d065.dygod.org:1048/美少女特工队.[中英双字.1024分辨率]/[电影天堂www.dy2018.net]美少女特工队BD中英双字.rmvb,"对于这次挑选了一群20来岁的女孩主演一部暴力动作片，扎克·施奈德讲起了他的念头：""漂亮的女孩，枪械和杀戮，这本来就有一种有趣的反差在里面。我并不只是要这样的一个噱头，我会让这些女孩都在拍摄前去认真的进行体能训练，她们集体过了三个月军营的生活，这对于她们来说并不容易，但这是必须的，因为一个经过训练的人拿枪，会和普通人完全不同。她们在电影里有着两面性，在精神病院，她们是手无缚鸡之力的小女孩；但在幻想的世界里，她们是最厉害的杀戮武器。前者是她们所擅长的，但后者，必须要经过严格的训练。（会不会有女权主义的思想？）这个我倒是没有考虑过，我觉得男女平等是一个基本的原则，但人有强弱之分，这个在电影里倒是有着非常多的体现。""",英语,艾米莉·布朗宁 Emily Browning  ....Baby Doll,110 min,美少女特攻队/美少女特工队/杀客同萌/天姬战,
冒险/喜剧/科幻,,格雷格·莫托拉 Greg Mottola,,ftp://dygod1:dygod1@d065.dygod.org:1049/保罗.[中英双字.1024分辨率]/[电影天堂www.dy2018.net]保罗BD中英双字.rmvb,西蒙和尼克认为，“我们想创造一个真实可信，能让大家产生共鸣的角色，他很有分量也相当有存在感，是一个你完全能接受的人。他算是一个英雄，因此他必须很惊艳。”,英语,西蒙·佩吉 Simon Pegg  ....Graeme Willy,109 min,保罗/我们撞到外星人,
剧情,,肯·罗奇 Ken Loach,,ftp://dygod3:dygod3@d505.dygod.org:4015/爱尔兰路.[中英双字.1024分辨率]/[电影天堂www.dy2018.net]爱尔兰路BD中英双字.rmvb,影片故事发生在伊拉克，讲述的是两个私人保安承包商（弗兰克和弗格斯）在充斥着暴力和贪婪的巴格达生存。不幸的是，弗兰克在连接巴格达机场和“绿区”间（注：伊拉克战争后，美英等国家在巴格达建立的一个“安全区”）一条名为“Route Irish”的路上被杀，悲伤的弗格斯为了找到真凶，亲自调查朋友的死因…… ,英语,Stephen Lord  ....Steve,104 Mins,爱尔兰路/爱尔兰大道(台)/最危险的路,
纪录片,,Ronan Chapalain,,ftp://dygod1:dygod1@d615.dygod.org:1029/雷克斯海：史前世界.[中英双字.1024分辨率]/[电影天堂-www.dy2018.net]雷克斯海：史前世界BD中英双字.rmvb,介,英语,Guillaume Denaiffe ....Conservatory assistant,40 mins,雷克斯海：史前世界,
喜剧/爱情,,鲍比·法拉利 Bobby Farrelly,,ftp://dygod1:dygod1@d612.dygod.org:5034/偷情许可证DVD中英双字/[电影天堂www.dy2018.net]偷情许可证DVD中英双字-cd1.rmvbftp://dygod1:dygod1@d612.dygod.org:5034/偷情许可证DVD中英双字/[电影天堂www.dy2018.net]偷情许可证DVD中英双字-cd2.rmvb,"既然丈夫出去风流潇洒了，那么这些独守空房的妻子们会做什么呢？彼得说：""的确，这是解读电影的关键。因为只有知道妻子去做了什么，这个故事才完整。""影片的制片人布拉德利·托马斯说：""如果你拍一部电影，说的是丈夫出去风流，而妻子则呆在家中祈祷丈夫一定要洁身自好，那么这无异于扯淡。丈夫出去鬼混的时候，一定有别的丈夫在打妻子的主意。""按照这种观念，法拉利兄弟在影片中给里奇和弗雷德的妻子一样安排了丰富的""单身生活""。鲍比说：""当丈夫走掉的时候，妻子一样能找回年轻的感觉，因为所有人都年轻过。她们一定会回忆起当年那些打动过她们的男人。所以，按照这种想法，我们也给妻子安插了一些和朋友外出的烧烤的情节。但是，你知道，单身的女人一旦出门，事情就不是那么容易控制的了。她们也和自己的丈夫一样，得到了一张'嘿咻卡'，她们也享受到了那种身体开小差的特权。当然，在影片的最后，两对夫妻都意识到了婚姻生活的重要性。所以我们还是给影片按上了一个比较主流结尾。因为只有这样亦庄亦谐，才能让影片不至于太过于天马行空和任意妄为。""",英语,欧文·威尔逊 Owen Wilson  ....Rick,109 min,嘿咻卡/偷情许可证,
喜剧/爱情,,鲍比·法拉利 Bobby Farrelly,,ftp://dygod3:dygod3@d090.dygod.org:2002/偷情许可证.[中英双字.1024分辨率]/[电影天堂www.dy2018.net]偷情许可证BD中英双字.rmvb,"既然丈夫出去风流潇洒了，那么这些独守空房的妻子们会做什么呢？彼得说：""的确，这是解读电影的关键。因为只有知道妻子去做了什么，这个故事才完整。""影片的制片人布拉德利·托马斯说：""如果你拍一部电影，说的是丈夫出去风流，而妻子则呆在家中祈祷丈夫一定要洁身自好，那么这无异于扯淡。丈夫出去鬼混的时候，一定有别的丈夫在打妻子的主意。""按照这种观念，法拉利兄弟在影片中给里奇和弗雷德的妻子一样安排了丰富的""单身生活""。鲍比说：""当丈夫走掉的时候，妻子一样能找回年轻的感觉，因为所有人都年轻过。她们一定会回忆起当年那些打动过她们的男人。所以，按照这种想法，我们也给妻子安插了一些和朋友外出的烧烤的情节。但是，你知道，单身的女人一旦出门，事情就不是那么容易控制的了。她们也和自己的丈夫一样，得到了一张'嘿咻卡'，她们也享受到了那种身体开小差的特权。当然，在影片的最后，两对夫妻都意识到了婚姻生活的重要性。所以我们还是给影片按上了一个比较主流结尾。因为只有这样亦庄亦谐，才能让影片不至于太过于天马行空和任意妄为。""",英语,欧文·威尔逊 Owen Wilson  ....Rick,109 min,嘿咻卡/偷情许可证,
